name,variant,category,x,y,cluster_in_cat,cluster_key
Gilda Display regular,regular,serif,-2.3805513,-1.3000381,0,serif-0
Give You Glory regular,regular,handwriting,-0.09485299,8.611835,1,handwriting-1
Gruppo regular,regular,display,-0.8127808,9.792117,2,display-2
Lalezar regular,regular,display,-4.516164,7.154457,2,display-2
Londrina Solid regular,regular,display,-3.0453856,6.9855437,2,display-2
Trirong 100,100,serif,-1.4264846,-0.84829354,0,serif-0
Trirong 100italic,100italic,serif,0.22196466,3.0253937,1,serif-1
Trirong 200,200,serif,-1.6255611,-0.8730215,0,serif-0
Trirong 200italic,200italic,serif,-0.029554421,3.1325507,1,serif-1
Trirong 300,300,serif,-1.8307298,-0.8244482,0,serif-0
Trirong 300italic,300italic,serif,-0.194828,3.3456285,1,serif-1
Trirong regular,regular,serif,-2.2444744,-0.7053244,0,serif-0
Trirong italic,italic,serif,-0.35614675,3.537114,1,serif-1
Trirong 500,500,serif,-2.738596,-0.6430626,0,serif-0
Trirong 500italic,500italic,serif,-0.58239275,3.7634573,1,serif-1
Trirong 600,600,serif,-3.0785038,0.0022436557,0,serif-0
Trirong 600italic,600italic,serif,-0.6547956,3.9061923,1,serif-1
Trirong 700,700,serif,-3.4522085,0.53983915,2,serif-2
Trirong 700italic,700italic,serif,-0.67072576,3.922028,1,serif-1
Trirong 800,800,serif,-3.492275,0.64077455,2,serif-2
Trirong 800italic,800italic,serif,-0.77743673,4.023814,1,serif-1
Trirong 900,900,serif,-3.544021,0.7511344,2,serif-2
Trirong 900italic,900italic,serif,-0.77797306,4.055339,1,serif-1
Zeyada regular,regular,handwriting,-0.20188531,8.468527,2,handwriting-2
Anaheim regular,regular,sans-serif,-2.573519,9.892351,1,sans-serif-1
Belleza regular,regular,sans-serif,-2.9146976,9.342495,1,sans-serif-1
Palanquin 100,100,sans-serif,-1.808761,11.1373415,1,sans-serif-1
Palanquin 200,200,sans-serif,-1.8819814,11.104774,1,sans-serif-1
Palanquin 300,300,sans-serif,-2.0648944,11.028185,1,sans-serif-1
Palanquin regular,regular,sans-serif,-3.4989378,10.653661,1,sans-serif-1
Palanquin 500,500,sans-serif,-4.0588684,10.017495,0,sans-serif-0
Palanquin 600,600,sans-serif,-4.611661,8.390545,0,sans-serif-0
Palanquin 700,700,sans-serif,-4.561636,8.029201,0,sans-serif-0
Inder regular,regular,sans-serif,-4.0363526,10.050811,1,sans-serif-1
Space Mono regular,regular,monospace,5.9162607,7.8231926,1,monospace-1
Space Mono italic,italic,monospace,5.291654,8.281399,2,monospace-2
Space Mono 700,700,monospace,6.282163,8.158534,0,monospace-0
Space Mono 700italic,700italic,monospace,5.061038,8.362055,0,monospace-0
Cambo regular,regular,serif,-3.054656,-0.7611693,2,serif-2
Happy Monkey regular,regular,display,-1.0977798,10.345238,2,display-2
Ranga regular,regular,display,3.3001657,10.280315,2,display-2
Ranga 700,700,display,3.3826253,10.265584,2,display-2
Slackey regular,regular,display,-4.450852,6.3064327,2,display-2
Tenor Sans regular,regular,sans-serif,-3.226036,10.666931,1,sans-serif-1
The Girl Next Door regular,regular,handwriting,-0.19415681,8.783955,0,handwriting-0
Titan One regular,regular,display,-4.613894,6.3618875,2,display-2
Waiting for the Sunrise regular,regular,handwriting,-0.12901348,8.416184,1,handwriting-1
Mouse Memoirs regular,regular,sans-serif,-1.9243358,7.0693827,0,sans-serif-0
Trocchi regular,regular,serif,-2.677272,0.29693124,0,serif-0
Baumans regular,regular,display,-4.2926826,8.80399,2,display-2
Federo regular,regular,sans-serif,-3.3196733,9.460349,0,sans-serif-0
Pompiere regular,regular,display,-1.5339797,10.065606,2,display-2
Quando regular,regular,serif,-2.8589263,0.0058776205,0,serif-0
Palanquin Dark regular,regular,sans-serif,-4.547954,7.9760017,0,sans-serif-0
Palanquin Dark 500,500,sans-serif,-4.6387353,7.712892,0,sans-serif-0
Palanquin Dark 600,600,sans-serif,-4.693933,7.280958,0,sans-serif-0
Palanquin Dark 700,700,sans-serif,-4.8634768,7.106538,0,sans-serif-0
Capriola regular,regular,sans-serif,-2.593764,9.242829,0,sans-serif-0
Brawler regular,regular,serif,-2.8885143,-0.54867536,0,serif-0
Merienda One regular,regular,handwriting,-0.07509876,7.370021,0,handwriting-0
Delius regular,regular,handwriting,-0.94549805,8.923735,0,handwriting-0
Itim regular,regular,handwriting,-0.87333673,7.909884,0,handwriting-0
Carrois Gothic SC regular,regular,sans-serif,-4.623242,4.461174,0,sans-serif-0
Mate regular,regular,serif,-2.337533,-1.2605497,0,serif-0
Mate italic,italic,serif,0.30473062,3.5030186,1,serif-1
Prosto One regular,regular,display,-4.8746686,8.219962,2,display-2
Knewave regular,regular,display,-1.0656129,6.751286,2,display-2
Kranky regular,regular,display,-1.713717,-0.016019842,1,display-1
Yeseva One regular,regular,display,-3.5409658,0.63855404,1,display-1
Chelsea Market regular,regular,display,-5.1704674,9.091243,2,display-2
Lemon regular,regular,display,-0.24020796,6.9878654,2,display-2
Herr Von Muellerhoff regular,regular,handwriting,1.2945117,6.4786634,1,handwriting-1
Fira Sans Extra Condensed 100,100,sans-serif,-0.4470081,11.902524,1,sans-serif-1
Fira Sans Extra Condensed 100italic,100italic,sans-serif,1.3027859,10.334818,1,sans-serif-1
Fira Sans Extra Condensed 200,200,sans-serif,-1.9165356,10.387867,1,sans-serif-1
Fira Sans Extra Condensed 200italic,200italic,sans-serif,1.8693408,9.814344,1,sans-serif-1
Fira Sans Extra Condensed 300,300,sans-serif,-2.1068766,10.230834,1,sans-serif-1
Fira Sans Extra Condensed 300italic,300italic,sans-serif,2.1710742,9.776414,2,sans-serif-2
Fira Sans Extra Condensed regular,regular,sans-serif,-2.8447547,7.4374685,0,sans-serif-0
Fira Sans Extra Condensed italic,italic,sans-serif,3.8176925,10.16397,2,sans-serif-2
Fira Sans Extra Condensed 500,500,sans-serif,-2.9221287,6.9754415,0,sans-serif-0
Fira Sans Extra Condensed 500italic,500italic,sans-serif,4.1170807,10.219737,2,sans-serif-2
Fira Sans Extra Condensed 600,600,sans-serif,-2.9874196,6.8092985,0,sans-serif-0
Fira Sans Extra Condensed 600italic,600italic,sans-serif,4.234058,10.232724,2,sans-serif-2
Fira Sans Extra Condensed 700,700,sans-serif,-3.1006684,6.7398167,0,sans-serif-0
Fira Sans Extra Condensed 700italic,700italic,sans-serif,4.282628,10.233309,2,sans-serif-2
Fira Sans Extra Condensed 800,800,sans-serif,-3.231914,6.7229486,0,sans-serif-0
Fira Sans Extra Condensed 800italic,800italic,sans-serif,4.3316483,10.229627,2,sans-serif-2
Fira Sans Extra Condensed 900,900,sans-serif,-3.2711496,6.674286,0,sans-serif-0
Fira Sans Extra Condensed 900italic,900italic,sans-serif,4.331184,10.19515,2,sans-serif-2
Judson regular,regular,serif,-2.8397365,-0.6067197,0,serif-0
Judson italic,italic,serif,-0.41938004,3.9165673,1,serif-1
Judson 700,700,serif,-3.4885209,0.5896128,2,serif-2
IM Fell English regular,regular,serif,-3.1999242,-1.4121994,2,serif-2
IM Fell English italic,italic,serif,0.68408036,3.4095013,1,serif-1
Allan regular,regular,display,3.2989237,10.255302,2,display-2
Allan 700,700,display,3.5126436,10.275738,2,display-2
Baloo Paaji regular,regular,display,-3.1294606,5.6015577,2,display-2
Andada regular,regular,serif,-3.0328763,-0.49382547,0,serif-0
Short Stack regular,regular,handwriting,-0.66465706,9.259283,0,handwriting-0
Mako regular,regular,sans-serif,-4.0206294,10.201057,1,sans-serif-1
Gravitas One regular,regular,display,-3.5992136,0.8395677,2,display-2
Duru Sans regular,regular,sans-serif,-2.7661355,10.131469,1,sans-serif-1
Reem Kufi regular,regular,sans-serif,-3.5505967,10.429603,1,sans-serif-1
Mr De Haviland regular,regular,handwriting,1.3273882,6.439203,1,handwriting-1
Crushed regular,regular,display,-2.6310415,6.8598228,2,display-2
Alike regular,regular,serif,-2.8850057,-0.9831868,0,serif-0
Taviraj 100,100,serif,-1.3985677,-0.84345484,0,serif-0
Taviraj 100italic,100italic,serif,0.21209906,3.036181,1,serif-1
Taviraj 200,200,serif,-1.6553915,-0.9293772,0,serif-0
Taviraj 200italic,200italic,serif,0.041755,3.1175048,1,serif-1
Taviraj 300,300,serif,-1.9787579,-0.84003663,0,serif-0
Taviraj 300italic,300italic,serif,-0.1108944,3.335817,1,serif-1
Taviraj regular,regular,serif,-2.5308337,-0.68664896,0,serif-0
Taviraj italic,italic,serif,-0.27285928,3.4985719,1,serif-1
Taviraj 500,500,serif,-2.885813,-0.26832965,0,serif-0
Taviraj 500italic,500italic,serif,-0.48916522,3.7456925,1,serif-1
Taviraj 600,600,serif,-3.4670212,0.4948324,2,serif-2
Taviraj 600italic,600italic,serif,-0.6184928,3.8746758,1,serif-1
Taviraj 700,700,serif,-3.5692728,0.83040196,2,serif-2
Taviraj 700italic,700italic,serif,-0.6744258,3.9227915,1,serif-1
Taviraj 800,800,serif,-3.5756326,0.86529666,2,serif-2
Taviraj 800italic,800italic,serif,-0.7408308,3.921015,1,serif-1
Taviraj 900,900,serif,-3.5193605,0.9826867,2,serif-2
Taviraj 900italic,900italic,serif,-0.68673617,3.954947,1,serif-1
Montez regular,regular,handwriting,0.4958089,6.970521,0,handwriting-0
Abhaya Libre regular,regular,serif,-2.523257,-0.82109344,0,serif-0
Abhaya Libre 500,500,serif,-2.9314632,-0.78374016,0,serif-0
Abhaya Libre 600,600,serif,-3.375917,-0.6409589,0,serif-0
Abhaya Libre 700,700,serif,-3.8846805,-0.5027931,2,serif-2
Abhaya Libre 800,800,serif,-4.3314404,-0.3793769,2,serif-2
Prociono regular,regular,serif,-3.0432806,-0.9606449,0,serif-0
Poly regular,regular,serif,-3.0207214,-0.5671438,0,serif-0
Poly italic,italic,serif,0.025339797,3.8608136,1,serif-1
IM Fell English SC regular,regular,serif,-5.0089927,3.2589731,1,serif-1
Strait regular,regular,sans-serif,-3.1463592,8.162435,0,sans-serif-0
Frijole regular,regular,display,-4.278393,5.6156316,2,display-2
IM Fell Double Pica regular,regular,serif,-2.8625555,-1.5735247,0,serif-0
IM Fell Double Pica italic,italic,serif,0.72281086,3.3472521,1,serif-1
Oxygen Mono regular,regular,monospace,5.9791493,7.9396114,1,monospace-1
Wire One regular,regular,sans-serif,-1.7449981,7.2886267,1,sans-serif-1
Biryani 200,200,sans-serif,-1.5850106,11.300716,1,sans-serif-1
Biryani 300,300,sans-serif,-2.708148,11.02787,1,sans-serif-1
Biryani regular,regular,sans-serif,-3.6890569,10.444416,1,sans-serif-1
Biryani 600,600,sans-serif,-3.922001,9.758509,0,sans-serif-0
Biryani 700,700,sans-serif,-4.5550227,8.425483,0,sans-serif-0
Biryani 800,800,sans-serif,-4.646789,7.8436584,0,sans-serif-0
Biryani 900,900,sans-serif,-4.7547903,7.4723983,0,sans-serif-0
Kurale regular,regular,serif,-1.1567252,7.965893,1,serif-1
Oleo Script Swash Caps regular,regular,display,-0.14874963,6.58401,2,display-2
Oleo Script Swash Caps 700,700,display,-0.07314435,6.652944,2,display-2
Belgrano regular,regular,serif,-3.0528178,-0.18699026,0,serif-0
Arizonia regular,regular,handwriting,1.0013529,6.346228,2,handwriting-2
Just Me Again Down Here regular,regular,handwriting,0.26389924,7.626601,1,handwriting-1
Bowlby One regular,regular,display,-5.0902295,6.5353484,2,display-2
Orienta regular,regular,sans-serif,-3.0047305,9.798983,1,sans-serif-1
Meddon regular,regular,handwriting,1.1849136,6.3513947,2,handwriting-2
UnifrakturMaguntia regular,regular,display,-0.61918724,6.690569,2,display-2
Megrim regular,regular,display,-4.472475,4.373451,2,display-2
Unkempt regular,regular,display,-1.6089367,-0.037950173,1,display-1
Unkempt 700,700,display,-1.1041601,7.832497,2,display-2
Mountains of Christmas regular,regular,display,0.3758461,3.650966,1,display-1
Mountains of Christmas 700,700,display,0.33207375,3.821691,1,display-1
Macondo regular,regular,display,-0.56493384,8.08813,2,display-2
Chau Philomene One regular,regular,sans-serif,-2.6683526,7.0403695,0,sans-serif-0
Chau Philomene One italic,italic,sans-serif,3.846765,10.154057,2,sans-serif-2
Norican regular,regular,handwriting,0.5046623,6.5160623,2,handwriting-2
Averia Sans Libre 300,300,display,-0.60918134,8.133011,2,display-2
Averia Sans Libre 300italic,300italic,display,-0.19830321,7.9569955,2,display-2
Averia Sans Libre regular,regular,display,-0.7048919,8.036667,2,display-2
Averia Sans Libre italic,italic,display,-0.018396534,7.817062,2,display-2
Averia Sans Libre 700,700,display,-1.0359516,7.7817135,2,display-2
Averia Sans Libre 700italic,700italic,display,0.20607905,7.736812,2,display-2
Averia Serif Libre 300,300,display,-3.1895669,0.20817323,1,display-1
Averia Serif Libre 300italic,300italic,display,0.21077609,3.65349,2,display-2
Averia Serif Libre regular,regular,display,-3.307044,0.2615135,1,display-1
Averia Serif Libre italic,italic,display,0.2441867,3.7627065,2,display-2
Averia Serif Libre 700,700,display,-3.5703495,0.37257576,1,display-1
Averia Serif Libre 700italic,700italic,display,0.04076051,3.9648337,2,display-2
Gafata regular,regular,sans-serif,-2.4660523,10.053989,1,sans-serif-1
Sansita regular,regular,sans-serif,-3.9080276,7.6212044,0,sans-serif-0
Sansita italic,italic,sans-serif,3.566528,9.260712,2,sans-serif-2
Sansita 700,700,sans-serif,-4.0517583,7.4687767,0,sans-serif-0
Sansita 700italic,700italic,sans-serif,3.629687,9.061206,2,sans-serif-2
Sansita 800,800,sans-serif,-4.32067,7.2614856,0,sans-serif-0
Sansita 800italic,800italic,sans-serif,3.7283432,8.879904,2,sans-serif-2
Sansita 900,900,sans-serif,-4.747821,6.8436785,0,sans-serif-0
Sansita 900italic,900italic,sans-serif,3.6640337,8.821397,2,sans-serif-2
Rationale regular,regular,sans-serif,-2.7563558,7.775464,0,sans-serif-0
Euphoria Script regular,regular,handwriting,0.95292383,6.5172114,2,handwriting-2
Delius Unicase regular,regular,handwriting,-2.4196062,9.688521,0,handwriting-0
Delius Unicase 700,700,handwriting,-1.2187593,8.274222,0,handwriting-0
Bungee Inline regular,regular,display,-4.2599225,6.0324473,2,display-2
Miriam Libre regular,regular,sans-serif,-2.7245855,9.733697,1,sans-serif-1
Miriam Libre 700,700,sans-serif,-3.3740418,8.560421,0,sans-serif-0
Headland One regular,regular,serif,-3.0873983,-0.3415867,0,serif-0
Nova Square regular,regular,display,-4.060487,9.544744,2,display-2
Gabriela regular,regular,serif,-1.1443022,7.8851113,1,serif-1
Bentham regular,regular,serif,-2.617469,-1.4920237,0,serif-0
Unna regular,regular,serif,-2.8695984,-1.0200977,0,serif-0
Unna italic,italic,serif,0.088693514,3.7164257,1,serif-1
Unna 700,700,serif,-4.419163,-0.28384256,2,serif-2
Unna 700italic,700italic,serif,0.0058944067,4.010862,1,serif-1
Cormorant 300,300,serif,-2.0040402,-1.6974425,0,serif-0
Cormorant 300italic,300italic,serif,0.4616467,2.9392583,1,serif-1
Cormorant regular,regular,serif,-2.051725,-1.7362862,0,serif-0
Cormorant italic,italic,serif,0.51959866,2.9680245,1,serif-1
Cormorant 500,500,serif,-2.1641638,-1.8573599,0,serif-0
Cormorant 500italic,500italic,serif,0.6213446,3.1418664,1,serif-1
Cormorant 600,600,serif,-2.2422798,-2.0054846,0,serif-0
Cormorant 600italic,600italic,serif,0.66700715,3.1432827,1,serif-1
Cormorant 700,700,serif,-2.2869408,-1.9862549,2,serif-2
Cormorant 700italic,700italic,serif,0.6746893,3.2115335,1,serif-1
Poller One regular,regular,display,-5.0304046,6.568016,2,display-2
La Belle Aurore regular,regular,handwriting,0.99614847,6.3551598,2,handwriting-2
Bowlby One SC regular,regular,display,-4.6370873,5.5109186,2,display-2
Holtwood One SC regular,regular,serif,-4.783156,4.906853,2,serif-2
Mallanna regular,regular,sans-serif,-0.99623525,9.026643,1,sans-serif-1
Sofia regular,regular,handwriting,0.15041584,6.7461853,0,handwriting-0
Aladin regular,regular,handwriting,-1.2280447,6.751032,0,handwriting-0
Loved by the King regular,regular,handwriting,0.25103223,7.6702476,1,handwriting-1
Lily Script One regular,regular,display,-0.08946833,6.810423,2,display-2
Skranji regular,regular,display,-2.8614151,7.1096306,2,display-2
Skranji 700,700,display,-3.316413,7.118306,2,display-2
Pridi 200,200,serif,-1.6907346,-0.13801186,0,serif-0
Pridi 300,300,serif,-2.3451958,0.14024097,0,serif-0
Pridi regular,regular,serif,-3.5785797,0.25742915,2,serif-2
Pridi 500,500,serif,-4.163878,0.4515947,2,serif-2
Pridi 600,600,serif,-4.3242426,0.5723736,2,serif-2
Pridi 700,700,serif,-4.357785,0.6541735,2,serif-2
Qwigley regular,regular,handwriting,1.131125,6.600945,1,handwriting-1
Kristi regular,regular,handwriting,0.7873449,7.088644,1,handwriting-1
Scheherazade regular,regular,serif,-2.2786164,-0.21127833,0,serif-0
Scheherazade 700,700,serif,-3.7468836,0.51915884,2,serif-2
Vast Shadow regular,regular,display,-4.2710814,5.563431,0,display-0
Fira Mono regular,regular,monospace,5.945042,7.929925,1,monospace-1
Fira Mono 500,500,monospace,6.2393575,8.098766,0,monospace-0
Fira Mono 700,700,monospace,6.2776413,8.142263,0,monospace-0
Bilbo Swash Caps regular,regular,handwriting,1.0403048,6.370291,2,handwriting-2
Yrsa 300,300,serif,-2.118259,-0.6552697,0,serif-0
Yrsa regular,regular,serif,-2.9281127,-0.35044482,0,serif-0
Yrsa 500,500,serif,-3.9974508,0.112989925,2,serif-2
Yrsa 600,600,serif,-4.334979,0.18153694,2,serif-2
Yrsa 700,700,serif,-4.5185127,0.31025302,2,serif-2
Expletus Sans regular,regular,display,-4.055979,9.993272,2,display-2
Expletus Sans italic,italic,display,2.8069708,9.2576475,2,display-2
Expletus Sans 500,500,display,-4.1012077,9.798921,2,display-2
Expletus Sans 500italic,500italic,display,3.0363934,9.273909,2,display-2
Expletus Sans 600,600,display,-4.344988,8.397289,2,display-2
Expletus Sans 600italic,600italic,display,3.1399083,9.238803,2,display-2
Expletus Sans 700,700,display,-4.220294,8.105043,2,display-2
Expletus Sans 700italic,700italic,display,3.299167,9.330306,2,display-2
Voces regular,regular,display,-4.060955,10.024193,2,display-2
Metamorphous regular,regular,display,-2.3518217,0.013685347,1,display-1
Corben regular,regular,display,-2.708864,0.123543605,1,display-1
Corben 700,700,display,-4.2466846,5.6197805,2,display-2
Shojumaru regular,regular,display,-4.4713993,5.7132497,2,display-2
Sniglet regular,regular,display,-0.7400104,8.459009,2,display-2
Sniglet 800,800,display,-3.6644766,5.9089293,2,display-2
Cherry Swash regular,regular,display,-2.8849254,0.5892326,1,display-1
Cherry Swash 700,700,display,-3.2227068,0.93813515,2,display-2
Fondamento regular,regular,handwriting,0.2994916,3.7475257,0,handwriting-0
Fondamento italic,italic,handwriting,0.52237135,3.4900813,0,handwriting-0
Mitr 200,200,sans-serif,-1.1003052,10.501872,1,sans-serif-1
Mitr 300,300,sans-serif,-1.1138773,9.099306,1,sans-serif-1
Mitr regular,regular,sans-serif,-4.9420476,8.274801,0,sans-serif-0
Mitr 500,500,sans-serif,-4.4360056,6.574269,0,sans-serif-0
Mitr 600,600,sans-serif,-4.342327,6.232467,0,sans-serif-0
Mitr 700,700,sans-serif,-4.547856,6.276164,0,sans-serif-0
Seaweed Script regular,regular,display,0.68269485,6.826889,2,display-2
IM Fell DW Pica regular,regular,serif,-3.1447186,-1.3705251,2,serif-2
IM Fell DW Pica italic,italic,serif,0.7462104,3.4149957,1,serif-1
Imprima regular,regular,sans-serif,-3.5279818,10.665617,1,sans-serif-1
Suranna regular,regular,serif,-2.8243005,-1.1933227,0,serif-0
Salsa regular,regular,display,-0.18550894,7.292549,2,display-2
Dorsa regular,regular,sans-serif,-1.784846,7.1625223,0,sans-serif-0
Amethysta regular,regular,serif,-2.7538695,-0.9220862,0,serif-0
Share Tech Mono regular,regular,monospace,6.084353,8.002493,1,monospace-1
Patrick Hand SC regular,regular,handwriting,-0.71263576,8.225362,0,handwriting-0
Denk One regular,regular,sans-serif,-2.7154803,7.4865456,0,sans-serif-0
Rouge Script regular,regular,handwriting,0.9309502,6.476927,2,handwriting-2
Stardos Stencil regular,regular,display,-3.9489353,-0.21232969,1,display-1
Stardos Stencil 700,700,display,-4.487132,-0.1338051,1,display-1
Ramabhadra regular,regular,sans-serif,-4.903272,8.130369,0,sans-serif-0
Shanti regular,regular,sans-serif,-3.048482,9.394369,1,sans-serif-1
Italiana regular,regular,serif,-2.3843234,11.068162,0,serif-0
Stalemate regular,regular,handwriting,1.0599787,6.5155344,1,handwriting-1
Raleway Dots regular,regular,display,-0.25561738,11.922914,2,display-2
Dawning of a New Day regular,regular,handwriting,1.2570153,6.373955,2,handwriting-2
Tienne regular,regular,serif,-2.8692682,0.5994169,0,serif-0
Tienne 700,700,serif,-3.194636,0.930329,2,serif-2
Tienne 900,900,serif,-3.6696053,1.0333691,2,serif-2
Lemonada 300,300,display,-0.25657606,8.012041,2,display-2
Lemonada regular,regular,display,-0.3075663,7.917264,2,display-2
Lemonada 600,600,display,-0.30708182,7.1562586,2,display-2
Lemonada 700,700,display,-0.24578758,7.0531583,2,display-2
Kotta One regular,regular,serif,-0.27740297,3.5935707,1,serif-1
Engagement regular,regular,handwriting,0.73542184,6.5384617,2,handwriting-2
Over the Rainbow regular,regular,handwriting,-0.0478527,8.388604,1,handwriting-1
Delius Swash Caps regular,regular,handwriting,-0.5203528,8.845136,0,handwriting-0
Ledger regular,regular,serif,-2.7615652,-0.17948194,0,serif-0
Medula One regular,regular,display,-1.834245,7.1775775,2,display-2
Aguafina Script regular,regular,handwriting,0.6818259,7.0113683,1,handwriting-1
Englebert regular,regular,sans-serif,-2.326373,7.782535,0,sans-serif-0
Podkova regular,regular,serif,-2.7537117,0.62391335,0,serif-0
Podkova 500,500,serif,-2.8849335,0.6896192,2,serif-2
Podkova 600,600,serif,-3.0378351,0.79080826,2,serif-2
Podkova 700,700,serif,-3.1560462,0.88394326,2,serif-2
Podkova 800,800,serif,-3.2533715,0.9316947,2,serif-2
Finger Paint regular,regular,display,-0.8117857,8.273839,2,display-2
Buenard regular,regular,serif,-2.5330672,-1.2168319,0,serif-0
Buenard 700,700,serif,-3.9755766,-0.28918457,2,serif-2
Faster One regular,regular,display,-4.534759,5.629775,2,display-2
Cedarville Cursive regular,regular,handwriting,0.96056306,6.4554567,2,handwriting-2
Life Savers regular,regular,display,-1.773009,-1.2514427,1,display-1
Life Savers 700,700,display,-2.8002372,-1.3922822,1,display-1
Habibi regular,regular,serif,-2.4426868,-1.2216915,0,serif-0
Iceland regular,regular,display,-4.214394,9.23076,2,display-2
Nova Mono regular,regular,monospace,5.881988,7.944018,1,monospace-1
Wendy One regular,regular,sans-serif,-5.2002997,6.9922986,0,sans-serif-0
BioRhyme 200,200,serif,-1.5153197,-0.49453446,0,serif-0
BioRhyme 300,300,serif,-1.668932,-0.0925246,0,serif-0
BioRhyme regular,regular,serif,-2.8428233,0.7790807,0,serif-0
BioRhyme 700,700,serif,-3.0686395,1.0291525,2,serif-2
BioRhyme 800,800,serif,-3.3307645,1.1371213,2,serif-2
Geo regular,regular,sans-serif,-4.0948124,9.030025,0,sans-serif-0
Geo italic,italic,sans-serif,3.1357064,8.940208,2,sans-serif-2
Harmattan regular,regular,sans-serif,-2.931392,10.147659,1,sans-serif-1
Maitree 200,200,serif,-1.3998542,-0.8582202,0,serif-0
Maitree 300,300,serif,-1.6019893,-0.4808638,0,serif-0
Maitree regular,regular,serif,-2.0594459,-0.5247469,0,serif-0
Maitree 500,500,serif,-2.5826743,-0.12592165,0,serif-0
Maitree 600,600,serif,-3.3605702,0.10642033,2,serif-2
Maitree 700,700,serif,-3.770392,0.3654237,2,serif-2
Esteban regular,regular,serif,-2.211374,-0.5013153,0,serif-0
Simonetta regular,regular,display,-2.4231253,-1.2548038,1,display-1
Simonetta italic,italic,display,0.39097962,3.4144578,1,display-1
Simonetta 900,900,display,-4.0816536,0.56986696,1,display-1
Simonetta 900italic,900italic,display,-4.0150256,0.66063744,2,display-2
Balthazar regular,regular,serif,-3.6742523,-0.30097675,2,serif-2
Fenix regular,regular,serif,-3.0286453,-0.90548086,0,serif-0
Sail regular,regular,display,0.124290094,6.6236296,2,display-2
Vampiro One regular,regular,display,0.1104438,6.7790966,2,display-2
NTR regular,regular,sans-serif,-0.96368587,8.925205,1,sans-serif-1
Mukta Vaani 200,200,sans-serif,-1.4931535,11.273672,1,sans-serif-1
Mukta Vaani 300,300,sans-serif,-2.5929296,10.02522,1,sans-serif-1
Mukta Vaani regular,regular,sans-serif,-3.095648,9.362857,1,sans-serif-1
Mukta Vaani 500,500,sans-serif,-3.309932,8.844529,0,sans-serif-0
Mukta Vaani 600,600,sans-serif,-3.6778238,8.306905,0,sans-serif-0
Mukta Vaani 700,700,sans-serif,-3.7737799,8.036582,0,sans-serif-0
Mukta Vaani 800,800,sans-serif,-3.7711806,7.622935,0,sans-serif-0
Mandali regular,regular,sans-serif,-0.9005231,9.044347,1,sans-serif-1
Baloo Tamma regular,regular,display,-3.103463,5.601283,2,display-2
Creepster regular,regular,display,-1.298779,6.5396767,2,display-2
Vesper Libre regular,regular,serif,-3.1189332,-0.7488954,0,serif-0
Vesper Libre 500,500,serif,-3.869935,-0.15927182,2,serif-2
Vesper Libre 700,700,serif,-3.9973912,0.24399489,2,serif-2
Vesper Libre 900,900,serif,-4.0832763,0.48278517,2,serif-2
Sumana regular,regular,serif,-2.6897721,-1.0968192,0,serif-0
Sumana 700,700,serif,-4.358971,0.16095456,2,serif-2
Kite One regular,regular,sans-serif,0.7045744,7.857512,2,sans-serif-2
Ruluko regular,regular,sans-serif,-1.51742,8.785466,1,sans-serif-1
Flamenco 300,300,display,-0.3725652,11.822105,1,display-1
Flamenco regular,regular,display,-1.558305,10.537981,1,display-1
Khmer regular,regular,display,23.373642,13.591159,1,display-1
Julee regular,regular,handwriting,0.044394743,7.377649,0,handwriting-0
League Script regular,regular,handwriting,1.257672,6.394798,2,handwriting-2
Quintessential regular,regular,handwriting,0.3673029,3.883646,0,handwriting-0
Codystar 300,300,display,-3.9728098,6.1123605,2,display-2
Codystar regular,regular,display,-3.970409,6.0840907,2,display-2
Wallpoet regular,regular,display,-4.1792154,5.819508,2,display-2
Mate SC regular,regular,serif,-5.108632,3.3505914,0,serif-0
Rye regular,regular,display,-3.486947,0.72774065,1,display-1
Rosarivo regular,regular,serif,-2.5634658,-1.5258372,0,serif-0
Rosarivo italic,italic,serif,0.34820452,3.727767,1,serif-1
Spirax regular,regular,display,-0.8925343,7.592728,2,display-2
McLaren regular,regular,display,-1.1459088,8.981661,2,display-2
Amarante regular,regular,display,-2.9859002,7.2414684,1,display-1
Kadwa regular,regular,serif,-3.2092912,0.02389549,2,serif-2
Kadwa 700,700,serif,-4.7000957,0.4617925,2,serif-2
Share Tech regular,regular,sans-serif,-3.1048253,8.00212,0,sans-serif-0
Secular One regular,regular,sans-serif,-3.854015,7.675601,0,sans-serif-0
Fjord One regular,regular,serif,-2.6062214,-0.5547319,0,serif-0
Donegal One regular,regular,serif,-3.2541142,-0.50746834,2,serif-2
Pavanam regular,regular,sans-serif,-2.3419316,11.188473,1,sans-serif-1
Suez One regular,regular,serif,-4.6729956,0.43074846,2,serif-2
New Rocker regular,regular,display,-0.97944427,6.529666,2,display-2
Mystery Quest regular,regular,display,-1.5172185,6.740826,1,display-1
Sunshiney regular,regular,handwriting,-0.38691944,8.018354,0,handwriting-0
Aref Ruqaa regular,regular,serif,-1.1993068,8.116822,1,serif-1
Aref Ruqaa 700,700,serif,-1.2247803,8.076846,1,serif-1
IM Fell DW Pica SC regular,regular,serif,-5.0002337,3.2629826,1,serif-1
Battambang regular,regular,display,23.386189,13.603832,1,display-1
Battambang 700,700,display,-4.481143,-0.2261862,1,display-1
